"Original_molecule_SMILES"	"CID"	"CSID"	"Structure_ID"	"Supplier"	"Supplier_ID"	"Supplier_Molname"	"Supplier_Data_1"	"Supplier_Data_2"	"Supplier_Data_3"
"4827"	"O=S(=O)(N1CCCNCC1)C1=CC=CC2=C1C=CN=C2"	3547	"3426"	7112	"MIPE"	"NCGC00018100-02"	NA	"CAS:105628-07-7
103745-39-7 (free base)"	"Mechanism: ROCK Inhibitor, Calcium Sensitizer"	"Source: Selleck/S1573"
"4828"	"CC(C)OC1=CC=C2C(=O)C(=COC2=C1)C1=CC=CC=C1"	3747	"3616"	813	"MIPE"	"NCGC00018139-08"	NA	"CAS:35212-22-7"	"Mechanism: Treatment of Osteoporosis "	"Source: Selleck/S2422"
"4829"	"CC(C)OC1=CC=C2C(=O)C(=COC2=C1)C1=CC=CC=C1"	3747	"3616"	813	"NIHCC"	"SAM001246714"	"GPHR-00104132"	NA	NA	NA
"4830"	"CC=C(C(=CC)C1=CC=C(O)C=C1)/C1=CC=C(O)C=C1"	3049	"580857"	5073	"MIPE"	"NCGC00018153-09"	NA	"CAS:84-17-3"	"Mechanism: Estrogen Receptor (ER) Agonist"	"Source: Selleck/S1858"
"4831"	"CC=C(C(=CC)C1=CC=C(O)C=C1)/C1=CC=C(O)C=C1"	3049	"580857"	5073	"Prestwick"	"Prestw-798"	"Dienestrol"	NA	NA	NA
"4832"	"CC=C(C(=CC)C1=CC=C(O)C=C1)/C1=CC=C(O)C=C1"	3049	"580857"	5073	"Spectrum"	"01500241"	NA	"CAS: 84-17-3, 13029-44-2 [//E,E//] Source: synthetic Status: USP, INN, BAN Therapeutic area: estrogen"	NA	NA
"4833"	"CC(C(O)=O)C1=CC=C(C(F)=C1)C1=CC=CC=C1"	3394	"3277"	489	"MIPE"	"NCGC00018157-11"	NA	"CAS:5104-49-4"	"Mechanism: non-steroidal antiinflammatory"	"Source: Selleck/S1679"
"4834"	"CC(C(O)=O)C1=CC=C(C(F)=C1)C1=CC=CC=C1"	3394	"3277"	489	"NIHCC2"	"CPD000042823"	"CPD000042823
Flurbiprofen
5104-49-4"	"Pubchem SID:104170061"	NA	NA
"4835"	"CC(C(O)=O)C1=CC=C(C(F)=C1)C1=CC=CC=C1"	3394	"3277"	489	"Tocris"	"1769"	"Flurbiprofen"	"CAS: 5104-49-4"	"Cyclooxygenase inhibitor"	NA
"4836"	"CC1CC2=C(C=CC=C2)N1NC(=O)C1=CC=C(Cl)C(=C1)S(N)(=O)=O"	3702	"3574"	1295	"MIPE"	"NCGC00018172-08"	NA	"CAS:26807-65-8"	"Mechanism: Carbonic Anhydrase Type VII Inhibitor"	"Source: Selleck/S1730"
"4837"	"CC1CC2=C(C=CC=C2)N1NC(=O)C1=CC=C(Cl)C(=C1)S(N)(=O)=O"	3702	"3574"	1295	"Prestwick"	"Prestw-220"	"Indapamide"	NA	NA	NA
"4838"	"CC1CC2=C(C=CC=C2)N1NC(=O)C1=CC=C(Cl)C(=C1)S(N)(=O)=O"	3702	"3574"	1295	"Spectrum"	"01500349"	NA	"CAS: 26807-65-8 Source: synthetic Status: USP, INN, BAN, JAN Therapeutic area: diuretic, antihypertensive"	NA	NA
"4839"	"[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H]"	5870	"5660"	4677	"MIPE"	"NCGC00018176-04"	NA	"CAS:53-16-7"	"Mechanism: Steroid hormone"	"Source: Selleck/S1665"
"4840"	"COC1=C(OC)C=C(C=CC(=O)NC2=C(C=CC=C2)C(O)=O)C=C1"	5527	"4445411"	3836	"MIPE"	"NCGC00018185-07"	NA	"CAS:53902-12-8"	"Mechanism: TNF-alpha Production Inhibitor, IFN-gamma Production Inhibitors
IL-10 Production Enhancers
IL-2 Production Inhibitors
IL-4 Modulators
Indoleamine 2,3-dioxygenase Activators
Urate Transporter 1 (URAT1) Inhibitors"	"Source: Selleck/S1439"
"4841"	"OC(=O)C1=CC(O)=C2C(=O)C3=C(C=CC=C3O)C(=O)C2=C1"	10168	"9762"	7769	"MIPE"	"NCGC00018199-06"	NA	"CAS:478-43-3"	"Mechanism: component of rhubarb, Antiarthritic Drugs
Diabetic Nephropathy, Agents for
Oncolytic Drugs "	"Source: Selleck/S2400"
"4842"	"[H][C@]12N3CCC[C@@]1(CC)C=C(N1C4=C(C=CC=C4)C(CC3)=C21)C(=O)OCC"	443955	"392007"	2009	"MIPE"	"NCGC00018204-11"	NA	"CAS:42971-09-5"	"Mechanism: Sodium channel inhibitor, PDE1 inhibitor"	"Source: Selleck/S2110"
"4843"	"[H][C@]12N3CCC[C@@]1(CC)C=C(N1C4=C(C=CC=C4)C(CC3)=C21)C(=O)OCC"	443955	"392007"	2009	"Prestwick"	"Prestw-268"	"Vinpocetine"	NA	NA	NA
"4844"	"[H][C@]12N3CCC[C@@]1(CC)C=C(N1C4=C(C=CC=C4)C(CC3)=C21)C(=O)OCC"	443955	"392007"	2009	"Tocris"	"0757"	"Vinpocetine"	"CAS: 42971-09-5"	"Na+ channel blocker"	NA
"4845"	"CC1=NN(C(=O)C1)C1=CC=CC=C1"	4021	"3881"	1237	"MIPE"	"NCGC00018218-03"	NA	"CAS:89-25-8"	"Mechanism: Free Radical Scavenger"	"Source: Selleck/S1326"
"4846"	"CC1=NN(C(=O)C1)C1=CC=CC=C1"	4021	"3881"	1237	"Spectrum"	"01503635"	NA	"Source: synthetic Status: experimental Therapeutic area: antioxidant, lipoxygenase inhibitor"	NA	NA
"4847"	"CC1=NN(C(=O)C1)C1=CC=CC=C1"	4021	"3881"	1237	"Tocris"	"0786"	"MCI-186"	"CAS: 89-25-8"	"Anti-ischaemic and antioxidant "	NA
"4848"	"CCCOC1=CC=C2NC(NC(=O)OC)=NC2=C1"	4622	"4461"	1787	"MIPE"	"NCGC00018238-08"	NA	"CAS:20559-55-1"	"Mechanism: DNA Polymerase Inhibitors"	"Source: Selleck/1851"
"4849"	"CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=CC=CC=C2S1(=O)=O"	54677470	"10442740"	2783	"MIPE"	"NCGC00018248-08"	NA	"CAS:71125-38-7"	"Mechanism: Cyclooxygenase-1/2 Inhibitor, Non-steroidal antiinflammatory"	"Source: Selleck/S1734"
"4850"	"CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=CC=CC=C2S1(=O)=O"	54677470	"10442740"	2783	"NIHCC2"	"CPD000718800"	"CPD000718800
Meloxicam
71125-38-7"	"Pubchem SID:104170196"	NA	NA
"4851"	"CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=CC=CC=C2S1(=O)=O"	54677470	"10442740"	2783	"Spectrum"	"01504150"	NA	"CAS: 71125-38-7 Source: synthetic Status: USAN, INN, BAN Literature: Neuropharmacol 39: 1653 (2000) Therapeutic area: antiinflammatory"	NA	NA
"4852"	"COC1=CC=CC=C1OCC(O)COC(N)=O"	4107	"3964"	4206	"MIPE"	"NCGC00018257-07"	NA	"CAS:532-03-6"	"Mechanism: Muscle relaxant"	"Source: Selleck/S1736"
"4853"	"COC1=CC=CC=C1OCC(O)COC(N)=O"	4107	"3964"	4206	"NIHCC2"	"CPD000058719"	"CPD000058719
.
."	"Pubchem SID:104170007"	NA	NA
"4854"	"COC1=CC=CC=C1OCC(O)COC(N)=O"	4107	"3964"	4206	"Spectrum"	"01500397"	NA	"CAS: 532-03-6 Source: synthetic Status: USP, INN, BAN, JAN Therapeutic area: muscle relaxant (skeletal)"	NA	NA
"4855"	"ClC1=CC=C(COC(CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1"	3198	"3086"	5804	"MIPE"	"NCGC00018258-09"	NA	"CAS:24169-02-6"	"Mechanism: Antifungal Agent"	"Source: Selleck/S2535"
"4856"	"C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1"	4746	"4584"	54	"MIPE"	"NCGC00018261-05"	NA	"CAS:6621-47-2"	"Mechanism: mitochondrial carnitine palmitoyltransferase-1 inhbitior"	NA
"4857"	"NC(=N)NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1"	3325	"3208"	6475	"MIPE"	"NCGC00018276-03"	NA	"CAS:76824-35-6"	"Mechanism: Histamine H2 Receptor Antagonists"	"Source: Selleck/S2078"
"4858"	"O[N+]([O-])=O.ClC1=CC=C(COC(CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C(Cl)=C1"	68553	NA	5803	"MIPE"	"NCGC00018294-06"	NA	"CAS:22832-87-7
22916-47-8 (free base)"	"Mechanism: Aromatase Inhibitor, Antifungal"	"Source: Selleck/S1956/S2536 (freebase)"
"4859"	"O[N+]([O-])=O.ClC1=CC=C(COC(CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C(Cl)=C1"	68553	NA	5803	"NIHCC2"	"CPD000058733"	"CPD000058733
MICONAZOLE NITRATE
."	"Pubchem SID:104169959"	NA	NA
"4860"	"FC1=CC=C(C=C1)C(=O)C1CCN(CCN2C(=O)NC3=C(C=CC=C3)C2=O)CC1"	3822	"3690"	6192	"MIPE"	"NCGC00021146-06"	NA	"CAS:74050-98-9"	"Mechanism: 5-HT2A Antagonists"	"Source: Selleck/S2232"
"4861"	"[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C"	6215	"5980"	1135	"MIPE"	"NCGC00021301-04"	NA	"CAS:67-73-2"	"Mechanism: Glucocorticoid steroid"	"Source: Selleck/S2470"
"4862"	"[Na+].[O-]C(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl"	5018304	NA	8182	"MIPE"	"NCGC00021336-09"	NA	"CAS:15307-79-6"	"Mechanism: Cyclooxygenase-1/2/3 Inhibitor, Non-steroidal antiinflammatory"	"Source: Selleck/S1903"
"4863"	"[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C"	9642	"9265"	348	"MIPE"	"NCGC00022398-06"	NA	"CAS:356-12-7"	"Mechanism: Glucocorticoid steroid"	"Source: Selleck/S2608"
"4864"	"[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C"	9642	"9265"	348	"Prestwick"	"Prestw-774"	"Fluocinonide"	NA	NA	NA
"4865"	"N[C@@H](C(=O)N[C@H]1[C@H]2SCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1"	51039	"46260"	6587	"MIPE"	"NCGC00022612-10"	NA	"CAS:53994-73-3"	"Mechanism: Cephalosporin antibiotic"	"Source: Selleck/S1499"
"4866"	"N[C@@H](C(=O)N[C@H]1[C@H]2SCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1"	51039	"46260"	8007	"Spectrum"	"01500771"	NA	"CAS: 70356-03-5, 53994-73-3 [anhydrous] Source: semisynthetic Status: USP, INN, BAN, JAN Therapeutic area: antibacterial"	NA	NA
"4867"	"[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C"	6741	"6485"	4573	"MIPE"	"NCGC00022735-07"	NA	"CAS:83-43-2"	"Mechanism: Glucocorticoid steroid"	"Source: Selleck/S1733"
"4868"	"[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C"	6741	"6485"	4573	"Prestwick"	"Prestw-279"	"Methylprednisolone, 6-alpha"	NA	NA	NA
"4869"	"[Na+].[Na+].OC(COC1=CC=CC2=C1C(=O)C=C(O2)C([O-])=O)COC1=C2C(=O)C=C(OC2=CC=C1)C([O-])=O"	27503	NA	7197	"MIPE"	"NCGC00022858-07"	NA	"CAS:15826-37-6"	"Mechanism: Mediator Release Inhibitors "	"Source: Selleck/S1911"
"4870"	"[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C"	32798	"30399"	1339	"MIPE"	"NCGC00023373-04"	NA	"CAS:25122-46-7"	"Mechanism: Corticosteroid"	"Source: Selleck/S2584"
"4871"	"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC"	53232	"48085"	2288	"MIPE"	"NCGC00023509-14"	NA	"CAS:75330-75-5"	"Mechanism: HMG-CoA Reductase Inhibitor"	"Source: Selleck/S2061"
"4872"	"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC"	53232	"48085"	2288	"Prestwick"	"Prestw-516"	"Lovastatin"	NA	NA	NA
"4873"	"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC"	53232	"48085"	2288	"Tocris"	"1530"	"Lovastatin"	"CAS: 75330-75-5"	"HMG-CoA reductase inhibitor"	NA
"4874"	"CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O"	35370	NA	5575	"MIPE"	"NCGC00023945-13"	NA	"CAS:30516-87-1"	"Mechanism: Reverse Transcriptase Inhibitor"	"Source: Selleck/S2579"
"4875"	"CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O"	35370	NA	5575	"NIHCC2"	"CPD000058351"	"CPD000058351
30516-87-1
."	"Pubchem SID:104170164"	NA	NA
"4876"	"CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O"	35370	NA	5576	"Prestwick"	"Prestw-333"	"Zidovudine, AZT"	NA	NA	NA
"4877"	"CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O"	35370	NA	5576	"Spectrum"	"01502109"	NA	"CAS: 30516-87-1 Source: synthetic Status: USP, INN, BAN, JAN Therapeutic area: RT transferase inhibitor, antiviral"	NA	NA
"4878"	"[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C"	11683	"11192"	403	"MIPE"	"NCGC00024196-06"	NA	"CAS:595-33-5"	"Mechanism: Progesterone Receptor Antagonist"	"Source: Selleck/S1304"
"4879"	"[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C"	11683	"11192"	403	"NCI"	"GPHR-00219485"	NA	NA	NA	NA
"4880"	"[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C"	11683	"11192"	403	"NIHCC"	"SAM001246722"	"GPHR-00103912"	NA	NA	NA
"4881"	"[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C"	11683	"11192"	403	"Prestwick"	"Prestw-956"	"Megestrol acetate"	NA	NA	NA
"4882"	"CN1C(=O)COC2=C(C=C(Cl)C=C12)C(=O)NC1CN2CCC1CC2"	2264	"2177"	2774	"MIPE"	"NCGC00024563-02"	NA	"CAS:123040-16-4 (undefined stereoch.)
123040-69-7 (free base)"	"Mechanism: 5-HT3 Antagonists"	"Source: Selleck/S2106"
"4883"	"CN1C(=O)COC2=C(C=C(Cl)C=C12)C(=O)NC1CN2CCC1CC2"	2264	"2177"	2774	"NIHCC"	"SAM001247082"	"GPHR-00104191"	NA	NA	NA
"4884"	"CCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1)C=O"	44305155	"23156057"	1809	"MIPE"	"NCGC00024594-01"	NA	"CAS:117591-20-5"	"Mechanism: Proteasome Inhibitor"	NA
"4885"	"CCOC(=O)C1=C(O)C(=O)N(CC2=CC=CC=C2)C1"	54677973	"10511003"	2015	"MIPE"	"NCGC00024631-01"	NA	"CAS:57056-57-2"	"Mechanism: Aldose Reductase Inhibitor"	"Source: ChemAxon/Axon 1204"
"4886"	"CCOC(=O)C1=C(O)C(=O)N(CC2=CC=CC=C2)C1"	54677973	"10511003"	2015	"Tocris"	"0518"	"EBPC"	"CAS: 57056-57-2"	"Aldose reductase inhibitor "	NA
"4887"	"COC(=O)[C@@H](N)CCCNC(=N)N[N+]([O-])=O"	39836	NA	3076	"MIPE"	"NCGC00024717-01"	NA	"CAS:51298-62-5"	"Mechanism: Nitric Oxide Synthase Inhibitors "	"Source: Tocris/0665"
"4888"	"CC(OC1=CC=C(O)C=C1)(P(O)(O)=O)P(O)(O)=O"	132449	"116958"	1042	"MIPE"	"NCGC00024728-01"	NA	"CAS:142523-38-4"	"Mechanism: inositol monophophatase inhibitor"	"Source: Tocris/0681"
"4889"	"CC(OC1=CC=C(O)C=C1)(P(O)(O)=O)P(O)(O)=O"	132449	"116958"	1042	"Tocris"	"0681"	"L-690,330"	"CAS: 142523-38-4"	"Inositol monophosphatase inhibitor "	NA
"4890"	"Cl.CCN(CC)CCOC1=CC=C(CC2=CC=CC=C2)C=C1"	175534	"152931"	2410	"MIPE"	"NCGC00024762-05"	NA	"CAS:92981-78-7
98774-23-3 (free base)"	"Mechanism: Estrogen Receptor Antagonist, Histamine Receptor Antagonists"	"Source: Selleck/S1402"
"4891"	"OC(=O)C=CC(O)=O.CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1"	53394791	"5292960"	869	"MIPE"	"NCGC00024868-08"	NA	"CAS:66722-44-9"	"Mechanism: beta1-Adrenoceptor Antagonists"	"Source: Selleck/1206"
"4892"	"Br.Br.CN(C)CCN(C)CCC1=CC(Cl)=C(Cl)C=C1"	45073418	"21475018"	2717	"MIPE"	"NCGC00024901-03"	NA	"CAS:138356-20-4"	"Mechanism: sigma Receptor Antagonist"	"Source: ChemAxon/Axon 1215"
"4893"	"[Cl-].CCN(C1=CC=CC=C1)C1=CC(NC)=[N+](C)C(C)=N1"	123983	NA	1931	"MIPE"	"NCGC00024929-01"	NA	"CAS:133059-99-1"	"Mechanism: HCN [I(h)] Blockers"	"Source: Tocris/Cat. No. 1000"
"4894"	"[Cl-].CCN(C1=CC=CC=C1)C1=CC(NC)=[N+](C)C(C)=N1"	123983	NA	1931	"Tocris"	"1000"	"ZD 7288"	"CAS: 133059-99-1"	"Sino-atrial node function modulator (If inhibitor)"	NA
"4895"	"COC1=C(OC)C=C2C(NC3=CC(Br)=CC=C3)=NC=NC2=C1"	4705	"4543"	3696	"MIPE"	"NCGC00024956-02"	NA	"CAS:183322-45-4 (HCl)"	"Mechanism: EGFR (HER1; erbB1) Inhibitor, Jak3 Inhibitors
Leukotriene Synthesis Inhibitors
Mediator Release Inhibitors "	"Source: Selleck/1079"
"4896"	"CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=C(NCCC1=CC=C(CCC(O)=O)C=C1)N=C2N"	3086599	"2343185"	1962	"MIPE"	"NCGC00024976-04"	NA	"CAS: 120225-54-9"	"Mechanism: Adenosine A2 Antagonist"	"Source: Selleck/S2153 (HCl)/S2657"
"4897"	"COC1=CC=C(C=C1)C(=O)C1=C(C)N(CCN2CCOCC2)C2=C1C=CC(I)=C2"	4302963	"3508738"	3896	"MIPE"	"NCGC00025012-02"	NA	"CAS:164178-33-0"	"Mechanism: cannabinoid CB2 antagonist, Cannabinoid CB1/CB2 Inverse Agonist"	"Source: Selleck/S1543"
"4898"	"COC1=CC=C(C=C1)C(=O)C1=C(C)N(CCN2CCOCC2)C2=C1C=CC(I)=C2"	4302963	"3508738"	3896	"Tocris"	"1120"	"AM 630"	"CAS: 164178-33-0"	"CB2 antagonist/inverse agonist"	NA
"4899"	"CS(=O)C1=CC=C(C=C1)C1=NC(=C(N1)C1=CC=C(F)C=C1)C1=CC=NC=C1"	176155	"153453"	4284	"MIPE"	"NCGC00025035-05"	NA	"CAS:152121-47-6"	"Mechanism: p38 MAPK Inhibitor, SAP&Jun Kinase Inhibitor/Calcium Channel Activator"	"Source: Selleck/S1076"
"4900"	"CC(O)=C(/C#N)C(=O)NC1=CC(Br)=CC=C1Br"	54686938	NA	224	"MIPE"	"NCGC00025100-09"	NA	"CAS:244240-24-2"	"Mechanism: BTK Inhibitor"	"Source: Tocris/1300 "
"4901"	"CCOC(=O)C1=C(C)NC(=S)NC1C1=CC=CC(O)=C1"	2987927	"2259791"	2011	"MIPE"	"NCGC00025103-01"	NA	"CAS:254753-54-3"	"Mechanism: Kinesin-Like Spindle Protein Inhibitor"	"Source: EMD Millipore/475879"
"4902"	"CCOC(=O)C1=C(C)NC(=S)NC1C1=CC=CC(O)=C1"	2987927	"2259791"	2011	"Tocris"	"1305"	"Monastrol"	"CAS: 254753-54-3"	"mitotic kinesin Eg5 inhibitor"	NA
"4903"	"CN(C)C1=CC(=CC=C1)C(=O)NC1=CC=C(C)C(NC(=O)C2=CC=C(O)C=C2)=C1"	5730	"5528"	2684	"MIPE"	"NCGC00025109-01"	NA	"CAS:208260-29-1"	"Mechanism: Raf Kinase Inhibitors "	"Source: Selleck/S2720"
"4904"	"CN(C)C1=CC(=CC=C1)C(=O)NC1=CC=C(C)C(NC(=O)C2=CC=C(O)C=C2)=C1"	5730	"5528"	2684	"Tocris"	"1321"	"ZM 336372"	"CAS:208260-29-1"	"Potent, selective c-Raf inhibitor"	NA
"4905"	"COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@H]1[C@H]2C3=C(CCN4CCC[C@]24C=C1OC)C=C1OCOC1=C3"	285033	"251215"	3034	"MIPE"	"NCGC00025155-01"	NA	"CAS:26833-87-4"	"Mechanism: Alkaloid, Apoptosis Inducer/Angiogenesis Inhibitor"	"Source: Tocris/1416"
"4906"	"CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)C1=CC=C(C=C1)N(C)C"	55245	NA	200	"MIPE"	"NCGC00025179-13"	NA	"CAS:84371-65-3"	"Mechanism: Progesterone Receptor Antagonist, Androgen Receptor Ligand, Glucocorticoid Receptor Antagonist, Internal Ribosomal Entry Site Inhibitor"	"Source: Selleck/S2606"
"4907"	"OC(=O)C=CC1=CC=C(CN2C=CN=C2)C=C1"	4646	"4445594"	8205	"MIPE"	"NCGC00025195-01"	NA	"CAS:78712-43-3 (anhydrous)
82571-53-7 (anhydrous free base)"	"Mechanism: Thromboxane Synthase Inhibitor"	"Source: Selleck/S2067/S2496(free base)"
"4908"	"OC(=O)C=CC1=CC=C(CN2C=CN=C2)C=C1"	4646	"4445594"	8205	"NIHCC"	"SAM001246593"	"GPHR-00104006"	NA	NA	NA
"4909"	"CC(C)[C@H](CO)NC1=NC(NC2=CC=C(C(O)=O)C(Cl)=C2)=C2N=CN(C(C)C)C2=N1"	448991	"395631"	838	"MIPE"	"NCGC00025220-03"	NA	"CAS:212844-54-7"	"Mechanism: CDK1/2/3/4/5 inhibitor, Dual-Specificity Tyrosine-(Y)-Phosphorylation Regulated Kinase (DYRK) Inhibitor"	"Source: Tocris/Cat. No. 1581"
"4910"	"Cl.Cl.CC(C)C1=CC=C(CN2C=CC3=C2C=CC2=NC(NC4CC4)=NC(N)=C32)C=C1"	45073452	"21475061"	925	"MIPE"	"NCGC00025225-02"	NA	"CAS:245520-69-8"	"Mechanism: PAR1 Antagonist"	"Source: ChemAxon/Axon 1275"
"4911"	"NC(=O)C1=CC=C(C=C1)C1=NC(=C(N1)C1=CC=CC=N1)C1=CC2=C(OCO2)C=C1"	4521392	"3716512"	6393	"MIPE"	"NCGC00025230-01"	NA	"CAS:301836-41-9"	"Mechanism: TGF-bR1 (ALK5) Inhibitor, ALK 4/7 inhibitor"	"Source: Selleck/S1067"
"4912"	"NC(=O)C1=CC=C(C=C1)C1=NC(=C(N1)C1=CC=CC=N1)C1=CC2=C(OCO2)C=C1"	4521392	"3716512"	6393	"Tocris"	"1614"	"SB 431542"	"CAS:301836-41-9"	"Potent, selective inhibitor of TGF-RI, ALK4 and ALK7"	NA
"4913"	"CCCCC[C@H](O)C=C[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O"	149351	"4444306"	1643	"MIPE"	"NCGC00025234-01"	NA	"CAS:745-65-3"	"Mechanism: prostaglandin, vasodilator"	"Source: Selleck/S1508/S3006 (HCl)"
"4914"	"CCCCC[C@H](O)C=C[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O"	149351	"4444306"	1643	"NIHCC"	"SAM001246840"	"GPHR-00104268"	NA	NA	NA
"4915"	"CCCCC[C@H](O)C=C[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O"	149351	"4444306"	1643	"Prestwick"	"Prestw-1018"	"Alprostadil"	NA	NA	NA
"4916"	"CCCCC[C@H](O)C=C[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O"	149351	"4444306"	1643	"Tocris"	"1620"	"Alprostadil"	"CAS: 745-65-3"	"Prostaglandin. Vasodilator and anti-platelet agent in vivo "	NA
"4917"	"[H][C@@]12COC3=C(C=C(OC)C(OC)=C3)[C@]1([H])C(=O)C1=C(O2)C2=C(OC(C)(C)C=C2)C=C1"	107935	"97058"	3623	"MIPE"	"NCGC00025288-03"	NA	"CAS:522-17-8"	"Mechanism: PI3K Inhibitor, PKB/Akt/Cyclooxygenase-2 Inhibitor/NADH-Ubiquinone Oxidoreductase (Complex I)/NF-kappaB (NFKB) Activation Inhibitor"	"Source: ChemAxon/Axon 1239"
"4918"	"[H][C@@]12COC3=C(C=C(OC)C(OC)=C3)[C@]1([H])C(=O)C1=C(O2)C2=C(OC(C)(C)C=C2)C=C1"	107935	"97058"	3623	"Tocris"	"1770"	"Deguelin"	"CAS: 522-17-8"	"Anticancer and antiviral agent; chemopreventive and proapoptotic"	NA
"4919"	"CCOC(=O)C1=CC=C(OC(=O)CCCCCNC(N)=N)C=C1"	3447	"3329"	2117	"MIPE"	"NCGC00025297-01"	NA	"CAS:56974-61-9
39492-01-8 (free base)"	"Mechanism: NF-kappaB Activation Inhibitor, AP-1 Inhibitors
Serine Protease Inhibitors   "	"Source: Selleck/S2101"
"4920"	"[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H]"	66414	"59788"	3628	"MIPE"	"NCGC00025300-01"	NA	"CAS:362-07-2"	"Mechanism: Hypoxia Inducible Factor 1-alpha Inhibitor"	"Source: Selleck/S1233"
"4921"	"Cl.O[C@H]1C[C@H](OCC2=CC=C(C=C2)C2=CC=CC=C2)[C@H](CCC=C/CCC(O)=O)[C@H]1N1CCCCC1"	55667	"4940224"	7504	"MIPE"	"NCGC00025325-03"	NA	"CAS:87248-13-3"	"Mechanism: Prostanoid TP Antagonist"	"Source: Sigma/G5044"
"4922"	"CN(C)C1=CC=C(NC(=O)NC2=CC(C)=NC3=C(F)C=C(F)C=C23)C=C1"	4331799	"3536200"	2661	"MIPE"	"NCGC00025330-01"	NA	"CAS:288150-92-5"	"Mechanism: Orexin OX-1 Antagonists "	"Source: Selleck/S1545"
