"Structure_ID"	"Hypergeo_pval"	"Original_molecule_SMILES"	"Supplier"	"Supplier_ID"	"Supplier_Molname"	"Supplier_Data_1"	"Supplier_Data_2"	"Supplier_Data_3"
"2723"	"4777"	"1"	"CN(C)CCC[C@]1(OCC2=CC(=CC=C12)C#N)C1=CC=C(F)C=C1"	"NIHCC"	"SAM001246668"	"GPHR-00104116"	NA	NA	NA
"2724"	"4778"	"1"	"Cl[H].Cl[H].CN(C)CCCC1=C(O)C=CC(=C1)C(=O)NC1=CC=C(C=C1)C1=CC=NC=C1"	"Tocris"	"1054"	"GR 55562 dihydrochloride"	"CAS: 172854-55-6"	"5-HT1B antagonist"	NA
"2725"	"4779"	"1"	"CN(C)CCCN1C2=CC=NC=C2N=C1C1=NON=C1N"	"PKIS1"	"SB-751399"	NA	"(1H-Imidazo[4,5-c]pyridin-2-yl)-1,2,5-oxadiazol-3-ylamine derivatives: Further optimisation as highly potent and selective MSK-1-inhibitors.    Bioorganic & Medicinal Chemistry Letters  (2005),  15(14
),  3407-3411."	NA	NA
"2726"	"4780"	"1"	"CN(C)CCCN1C=C(C2=CC=CC=C12)C1=C(C(=O)NC1=O)C1=CNC2=C1C=CC=C2"	"Tocris"	"0741"	"GF 109203X"	"CAS: 133052-90-1"	"Protein kinase C inhibitor "	NA
"2727"	"4781"	"1"	"CN(C)CCN(CC1=CC=C(Cl)C=C1)C1=NC=CC=C1"	"John Hopkins"	"JHU- 2068"	NA	"Therapeutic area: Antihistaminic"	NA	NA
"2728"	"4782"	"1"	"CN(C)CCN(CC1=CC=CC=C1)C1=NC=CC=C1"	"John Hopkins"	"JHU- 10520"	NA	"Therapeutic area: Antihistaminic"	NA	NA
"2729"	"4783"	"1"	"Cl.CN(C)CCN(CC1=CC=CS1)C1=NC=CC=C1"	"LOPAC"	"M9125"	"Methapyrilene hydrochloride; N,N-Dimethyl-N'-(2-pyridinyl)-N'-(2-thienylmethyl)-1,2-ethanediamine hydrochloride"	"H1 Histamine receptor antagonist"	NA	NA
"2730"	"4784"	"1"	"CN(C)CCN1C(=O)C2=CC(N)=CC3=CC=CC(C1=O)=C23"	"MIPE"	"NCGC00346513-01"	NA	"CAS:69408-81-7"	"Mechanism: DNA Topoisomerase II Inhibitors, DNA-Intercalating Drugs "	"Source: Selleck/S1367"
"2731"	"4785"	"1"	"CN(C)CCNC(=O)C1=CC=CC2=C1N=C(N2)C1=CC=NC=C1"	"NCI"	"GPHR-00221267"	NA	NA	NA	NA
"2732"	"4786"	"1"	"CN(C)CCNS(=O)(=O)C1=CC=C(C=C1)C1=CC=NC2=C1C=CN2"	"PKIS2"	"GSK977620A"	NA	NA	NA	NA
"2733"	"4788"	"1"	"CN(C)CCOC(=O)COC1=CC=C(Cl)C=C1"	"John Hopkins"	"JHU- 6050"	NA	"Therapeutic area: Nootropic"	NA	NA
"2734"	"4790"	"1"	"CN(C)CCOC(C)(C1=CC=CC=C1)C1=NC=CC=C1"	"John Hopkins"	"JHU- 3354"	NA	"Therapeutic area: Antihistaminic"	NA	NA
"2735"	"4791"	"1"	"CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=NC=CC=C1"	"John Hopkins"	"JHU- 1752"	NA	"Therapeutic area: Antihistaminic"	NA	NA
"2736"	"4793"	"1"	"CN1C2=C(NC(Cl)=N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1"	"John Hopkins"	"JHU- 3143"	NA	"Therapeutic area: Antiemetic"	NA	NA
"2737"	"4794"	"1"	"OC(=O)CC(O)(CC(O)=O)C(O)=O.CN(C)CCOC(C1=CC=CC=C1)C1=C(C)C=CC=C1"	"John Hopkins"	"JHU- 7260"	NA	"Therapeutic area: Muscle relaxant (skeletal)"	NA	NA
"2738"	"4795"	"1"	"CN(C)CCOC1(CC2=CC=C(F)C=C2)CC[C@@H](CC1)C(C)(C)C"	"NCI"	"GPHR-00221424"	NA	NA	NA	NA
"2739"	"4796"	"1"	"CN(C)CCO[C@]1(CC2=CC=C(C)C=C2)CC[C@@H](CC1)C(C)(C)C"	"NCI"	"GPHR-00221423"	NA	NA	NA	NA
"2740"	"4798"	"1"	"CN(C)CCOC1=CC(=CC=C1NC(=O)C1COC2=CC=CC=C2O1)C1=CNN=C1"	"MIPE"	"NCGC00345833-01"	NA	"CAS:1072959-67-1"	"Mechanism: ROCK II Inhibitor"	"Source: SynKinase/SYN-1083"
"2741"	"4801"	"1"	"Cl.CN(C)CCOC1=CC=C(C=C1)C1=CC(=C(O1)C1=CC=NC=C1)C1=CC=C2C(CCC2=NO)=C1"	"PKIS1"	"SB-682330-A"	NA	"The identification of potent, selective and CNS penetrant furan-based inhibitors of B-Raf kinase.    Bioorganic & Medicinal Chemistry Letters  (2008),  18(15),  4373-4376."	NA	NA
"2742"	"4802"	"1"	"CN(C)CCOC1=CC=C(C=C1)C1=NC=CC(=C1)C1=CNN=C1C1=CC=CC=N1"	"PKIS2"	"GW835314X"	NA	NA	NA	NA
"2743"	"4803"	"1"	"CN(C)CCOC1=CC=C(C=C1)C1=NC(=C(N1)C1=CC=NC=C1)C1=CC2=C(C=C1)C(CC2)=NO"	"MIPE"	"NCGC00242249-02"	NA	"CAS:405554-55-4"	"Mechanism: Raf kinase B Inhibitor"	"Source: SynKinase/SYN-1077"
"2744"	"4804"	"1"	"CN(C)CCOC1=CC=C(C=C1)C(=C(/CCCl)C1=CC=CC=C1)C1=CC=CC=C1"	"John Hopkins"	"JHU- 10346"	NA	"Therapeutic area: Antineoplastic"	NA	NA
"2745"	"4805"	"1"	"OC(=O)CC(O)(CC(O)=O)C(O)=O.CN(C)CCOC1=C(CC2=CC=CC=C2)C=CC=C1"	"John Hopkins"	"JHU- 7808"	NA	"Therapeutic area: Antihistaminic"	NA	NA
"2746"	"4806"	"1"	"OC(=O)C=C/C(O)=O.CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1"	"LOPAC"	"B5275"	"(+)-Brompheniramine maleate; Dexbrompheniramine maleate"	"H1 Histamine receptor antagonist"	NA	NA
"2747"	"4807"	"1"	"OC(=O)C=C/C(O)=O.[H][C@](CCN(C)C)(C1=CC=C(Cl)C=C1)C1=NC=CC=C1"	"LOPAC"	"C4915"	"(+)-Chlorpheniramine maleate; (gammaS)-gamma-(4-Chlorophenyl)-N,N-dimethyl-2-pyridinepropanamine maleate"	"H1 Histamine receptor antagonist; active isomer"	NA	NA
"2748"	"4808"	"1"	"CN(C)CC[C@H](CSC1=CC=CC=C1)NC1=CC=C(C=C1[N+]([O-])=O)S(=O)(=O)NC(=O)C1=CC=C(C=C1)N1CCN(CC2=CC=CC=C2C2=CC=C(Cl)C=C2)CC1"	"MIPE"	"NCGC00253562-02"	NA	"CAS:852808-04-9"	"Mechanism: Bcl-xL inhibitor"	"Source: Selleck/S1002"
"2749"	"4811"	"1"	"CN(C)CCC=C1C2=C(COC3=C1C=CC=C3)C=CC=C2"	"John Hopkins"	"JHU- 3342"	NA	"Therapeutic area: Antidepressant"	NA	NA
"2750"	"4812"	"1"	"Cl.CN(C)CCC=C1C2=C(SC3=C1C=CC(Cl)=C3)C=CC=C2"	"LOPAC"	"C1671"	"Chlorprothixene hydrochloride; 2-Chloro-9-(3-dimethylaminopropylidene)thioxanthene hydrochloride"	"D2 dopamine receptor antagonist; blocks a subset of GABA-A receptors in rat cortex that is also blocked by clozapine"	NA	NA
"2751"	"4814"	"1"	"CN(C)CCC1=CNC2=C1C=C(C[C@@H]1COC(=O)N1)C=C2"	"MIPE"	"NCGC00263884-03"	NA	"CAS: 139264-17-8"	"Mechanism: 5-HT1B Agonist, 5-HT1D Antagonist"	"Source: Selleck/S1649"
"2752"	"4815"	"1"	"OC(=O)C1=CC=CC=C1.CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2"	"MIPE"	"NCGC00095899-04"	NA	"CAS:145202-66-0
144034-80-0 (free base)"	"Mechanism: 5-HT1B Agonist, 5-HT1D Antagonist"	"Source: Selleck/S1607"
"2753"	"4817"	"0.417840375586854"	"CN(C)CCN1N=NN=C1SCC1=C(N2C(SC1)C(NC(=O)CC1=CSC(N)=N1)C2=O)C(O)=O"	"John Hopkins"	"JHU- 1896"	NA	"Therapeutic area: Antibiotic"	NA	NA
"2754"	"4818"	"1"	"CN(C)C[C@@H](NC(=O)N1CC2=C(NN=C2NC2=C3SC=CC3=NC(C)=N2)C1(C)C)C1=CC=CC=C1"	"MIPE"	"NCGC00345784-01"	NA	"CAS:898044-15-0"	"Mechanism: p21-Activated Kinase 4 (PAK4) Inhibitors "	"Source: Chemietek/     CT-PF0375 "
"2755"	"4821"	"1"	"Cl.Cl.CN(C)CC=C(C1=CC=C(Br)C=C1)C1=CC=CN=C1"	"LOPAC"	"Z101"	"Zimelidine dihydrochloride; (Z)-3-(4-Bromophenyl)-N,N-dimethyl-3-(3-pyridinyl)-2-propen-1-amine dihydrochloride"	"Serotonin reuptake inhibitor; antidepressant"	NA	NA
"2756"	"4822"	"1"	"CN(C)CC=CC(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1"	"MIPE"	"NCGC00185000-03"	NA	"CAS:439081-18-2"	"Mechanism: EGFR (HER1; erbB1) inhibitor, HER2 (erbB2) Inhibitor"	"Source: SynKinase/SYN-1100"
"2757"	"4824"	"1"	"CN(C)CC1=CNC2=C1C=CC=C2"	"John Hopkins"	"JHU- 12869"	NA	NA	NA	NA
"2758"	"4825"	"1"	"CN(C)CC1=CC=C(C=C1)C1=NC2=C3N1CCNC(=O)C3=CC=C2"	"MIPE"	"NCGC00168108-02"	NA	"CAS:328543-09-5"	"Mechanism: PARP-1 Inhibitor"	"Source: Selleck/S2178"
"2759"	"4828"	"1"	"CN(C)[C@@H]1CCN(CC2=CC=C(C=C2C(F)(F)F)C(=O)NC2=CC(NC3=NC(=CC=N3)C3=CN=CN=C3)=C(C)C=C2)C1"	"MIPE"	"NCGC00346514-01"	NA	"CAS:859212-16-1"	"Mechanism: Bcr-Abl Kinase Inhibitor, Fyn Kinase Inhibitors
Lyn Kinase Inhibitors "	"Source: Selleck/s1369"
"2760"	"4829"	"1"	"Cl[H].CN(C)[C@@H]1CCC2=C(C1)C1=CC(NC(=O)C3=CC=C(F)C=C3)=CC=C1N2"	"Tocris"	"2451"	"LY 344864"	"CAS: 186544-26-3"	" 5-HT1F agonist"	NA
"2761"	"4830"	"1"	"CN(C)C1C2CC3C(=C(O)C2(O)C(O)=C(C(=O)NCN2CCCC2)C1=O)C(=O)C1=C(O)C=CC=C1C3(C)O"	"NIHCC"	"SAM001246892"	"GPHR-00104210"	NA	NA	NA
"2762"	"4831"	"1"	"CN(C)C1C2CC3C(=C(O)C2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C(Cl)=CC=C1O)C3(C)O"	"John Hopkins"	"JHU- 2098"	NA	"Therapeutic area: Antibiotic"	NA	NA
"2763"	"4833"	"1"	"Cl.[H][C@]12C[C@@]3([H])[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C(O)C=CC(Cl)=C1[C@H]2O"	"LOPAC"	"D6140"	"Demeclocycline hydrochloride; 7-chloro-6-demethyltetracycline hydrochloride"	"Tetracycline antibiotic; interferes with protein synthesis"	NA	NA
"2764"	"4834"	"1"	"CN(C)C1C2CC3C(=C(O)C2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)C3(C)O"	"John Hopkins"	"JHU- 9959"	NA	"Therapeutic area: Antibiotic"	NA	NA
"2765"	"4835"	"1"	"Cl.[H][C@@]12CC3C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(C(Cl)=CC=C1O)[C@@]3(C)O"	"Prestwick"	"Prestw-145"	"Chlortetracycline hydrochloride"	NA	NA	NA
"2766"	"4838"	"1"	"[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O"	"MIPE"	"NCGC00017323-07"	NA	"CAS:64-75-5"	"Mechanism: 30S Ribosomal Protein Inhibitors, Protein Arginine Deiminase Inhibitors "	"Source: Selleck/S2574"
"2767"	"4839"	"0.417840375586854"	"[H][C@@]12[C@@H](O)[C@]3([H])C(=C)C4=C(C(O)=CC=C4)C(=O)C3=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C"	"MIPE"	"NCGC00016645-03"	NA	"CAS:3963-95-9"	"Mechanism: Tetracycline Antibiotic"	"Source: Selleck/S2527"
"2768"	"4840"	"1"	"CN(C)C1C2C(O)C3C(=C(O)C2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)C3(C)O"	"John Hopkins"	"JHU- 7397"	NA	"Therapeutic area: Antibiotic"	NA	NA
"2769"	"4841"	"1"	"CN(CC#C)CC1=CC=CC=C1"	"John Hopkins"	"JHU- 7494"	NA	"Therapeutic area: Antihypertensive"	NA	NA
"2770"	"4843"	"1"	"Cl.CN(CCCOC1=CC=C(Cl)C=C1Cl)CC#C"	"LOPAC"	"M3778"	"Clorgyline hydrochloride; N-Methyl-N-propargyl-3-(2,4-dichlorophenoxy)-propylamine hydrochloride"	"Selective MAO-A inhibitor"	NA	NA
"2771"	"4844"	"1"	"OC(=O)C1=CN=CC=C1.CN(CCO)CC(O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C"	"John Hopkins"	"JHU- 10837"	NA	"Therapeutic area: Vasodilator"	NA	NA
"2772"	"4845"	"1"	"CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1"	"MIPE"	"NCGC00164549-01"	NA	"CAS:115256-11-6"	"Mechanism: K(V)11.1 (erg1) Channel Blocker, antiarrythmic "	"Source: Selleck/S1658"
"2773"	"4846"	"1"	"Cl[H].CN(CC[C@@H](OC1=CC=C(C=C1)C1=CC=CC=C1)C1=CC=C(F)C=C1)CC(O)=O"	"Tocris"	"1757"	"ALX 5407"	NA	"non-transportable GlyT1 inhibitor"	NA
"2774"	"4847"	"1"	"Cl[H].CN(CCC1=CC(Cl)=C(Cl)C=C1)CC(O)COC1=CC=C(NS(C)(=O)=O)C=C1"	"Tocris"	"0876"	"AM 92016 hydrochloride"	"CAS: 178894-81-0"	"K+ channel blocker (KV)"	NA
"2775"	"4848"	"1"	"CN(CC=CC#CC(C)(C)C)CC1=C2C=CC=CC2=CC=C1"	"John Hopkins"	"JHU- 9900"	NA	"Therapeutic area: Antifungal"	NA	NA
"2776"	"4849"	"1"	"Cl.CN(CC=CC1=CC=CC=C1)CC1=CC=CC2=CC=CC=C12"	"Prestwick"	"Prestw-1063"	"Naftifine hydrochloride"	NA	NA	NA
"2777"	"4850"	"1"	"CN(CC1=CC(Br)=CC(Br)=C1N)C1CCCCC1"	"MIPE"	"NCGC00178520-05"	NA	"CAS:611-75-6
3572-43-8 (free base)"	"Mechanism: Mucolytic Agent"	"Source: Selleck/S2060"
"2778"	"4852"	"1"	"[H]ON=C1CC(N(C)C(C1)C1=CC=CC=C1)C1=CC=CC=C1"	"NCI"	"GPHR-00221622"	NA	NA	NA	NA
"2779"	"4854"	"1"	"Cl.CN1C(CC(O)C2=CC=CC=C2)CCCC1CC(O)C1=CC=CC=C1"	"Prestwick"	"Prestw-582"	"Lobelanidine hydrochloride"	NA	NA	NA
"2780"	"4855"	"1"	"OC(=O)C=C/C(O)=O.CN1C2CCC1CC(C2)NC(=O)C1=NN(C)C2=CC=CC=C12"	"LOPAC"	"L110"	"LY-278,584 maleate; 1-Methyl-N-(8-methyl-8-azabicyclo[3.2.1]-oct-3-yl)-1H-indazole-3-carboxamide maleate"	"Potent 5-HT3 serotonin receptor antagonist"	NA	NA
"2781"	"4856"	"1"	"CN1C2CCC1CC(C2)OC(=O)C(O)C1=CC=CC=C1"	"John Hopkins"	"JHU- 12331"	NA	"Therapeutic area: Mydriatic"	NA	NA
"2782"	"4857"	"1"	"CN1C2CCC1CC(C2)OC(=O)C1=CC(C)=CC(C)=C1"	"Tocris"	"0641"	"Tropanyl-3,5-dimethylbenzoate"	NA	"5-HT3 antagonist"	NA
"2783"	"4858"	"1"	"CN1C2CCC1CC(C2)OC(=O)C1=CC(Cl)=CC(Cl)=C1"	"John Hopkins"	"JHU- 1031"	NA	"Therapeutic area: Antiemetic"	NA	NA
"2784"	"4859"	"1"	"Cl.[H]C1(CC2CCC(C1)N2C)OC(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1"	"LOPAC"	"D205"	"4',4''-Difluor-3alpha-(diphenylmethoxy)tropane hydrochloride"	"Potent and selective dopamine reuptake inhibitor."	NA	NA
"2785"	"4860"	"0.408450704225352"	"Cl.CN1C2CCC1CC(C2)OC(C1=CC=CC=C1)C1=CC=C(Cl)C=C1"	"LOPAC"	"C207"	"4'-Chloro-3-alpha-(diphenylmethoxy)tropane hydrochloride"	"Dopamine reuptake blocker."	NA	NA
"2786"	"4861"	"1"	"CN1C2CCC1CC(C2)OC(C1=CC=CC=C1)C1=CC=CC=C1"	"John Hopkins"	"JHU- 1128"	NA	"Therapeutic area: Antiparkinsonian"	NA	NA
"2787"	"4865"	"1"	"[H][C@@]12CC3=CNC4=C3C(=CC=C4)[C@@]1([H])C=C(C)CN2C"	"LOPAC"	"A206"	"Agroclavine; 8,9-Didehydro-6,8-dimethyl-ergoline"	"Dopamine receptor agonist; ergot alkaloid"	NA	NA
"2788"	"4866"	"1"	"CN1CC(C=C2C1CC1=CNC3=C1C2=CC=C3)C(=O)NC1(C)OC2(O)C3CCCN3C(=O)C(CC3=CC=CC=C3)N2C1=O"	"John Hopkins"	"JHU- 3685"	NA	"Therapeutic area: Analgesic"	NA	NA
"2789"	"4867"	"1"	"CN1CC(O)C(O)C(O)C1CO"	"LOPAC"	"M1777"	"N-Methyl-1-deoxynojirimycin; 1,5-Dideoxy-1,5-imino-1-methyl-D-sorbitol"	"Interferes with metabolism of N-linked glycoproteins by inhibition of glucosidase"	NA	NA
"2790"	"4868"	"1"	"OC(=O)C=C/C(O)=O.CN1CC(C2=CC=CC=C2)C2=CC=CC(N)=C2C1"	"LOPAC"	"N1530"	"Nomifensine maleate; 1,2,3,4-Tetrahydro-2-methyl-4-phenyl-8-isoquinolinamine maleate"	"Dopamine reuptake inhibitor; antidepressant"	NA	NA
"2791"	"4869"	"1"	"[H]N1C=C(C2CCN(C)C2)C2=C1C=CC=C2"	"NCI"	"GPHR-00219580"	NA	NA	NA	NA
"2792"	"4870"	"1"	"CN1CCC(CC1)=C(C1=CC=C(Cl)C=C1)C1=NC=CC=C1"	"NCI"	"GPHR-00220777"	NA	NA	NA	NA
"2793"	"4872"	"1"	"CN1CCC(CC1)=C1C2=C(C=CC=C2)C=CC2=C1C=CC=C2"	"John Hopkins"	"JHU- 2691"	NA	"Therapeutic area: Antihistaminic"	NA	NA
"2794"	"4874"	"1"	"CN1CCC(CC1)=C1C2=C(SC3=C1C=CC=C3)C=CC=C2"	"John Hopkins"	"JHU- 7888"	NA	"Therapeutic area: Antipsychotic"	NA	NA
"2795"	"4875"	"1"	"CN1CCC(CC1)=C1C2=C(CCC3=C1C=CC=C3)SC=C2"	"MIPE"	"NCGC00163169-02"	NA	"CAS:15574-96-6"	"Mechanism: Antimigraine drugs"	"Source: Selleck/S1394"
"2796"	"4876"	"1"	"CN1CCC(CC1)C(=O)NC1=NNC2=NC(=C(Br)C=C12)C1=CC=C(O)C=C1"	"PKIS1"	"SB-732881"	NA	"6-Aryl-pyrazolo[3,4-b]pyridines: potent inhibitors of glycogen synthase kinase-3 (GSK-3).    Bioorganic & Medicinal Chemistry Letters  (2003),  13(18),  3055-3057."	NA	NA
"2797"	"4878"	"1"	"Cl.Cl.CN1CCC(CC1)NC1=NC2=C(NC3=CC(Cl)=C(F)C=C3)N=CN=C2C=N1"	"Tocris"	"2416"	"BIBX 1382"	"CAS: 196612-93-8"	"EGFR-kinase inhibitor"	NA
"2798"	"4880"	"1"	"Cl.CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1"	"Prestwick"	"Prestw-707"	"Diphenylpyraline hydrochloride"	NA	NA	NA
"2799"	"4881"	"1"	"OC(=O)C=C/C(O)=O.CN1CCC(CC1)C1=CNC2=CC=C(O)C=C12"	"LOPAC"	"B173"	"BRL 54443 maleate; 3-(1-Methylpiperidin-4-yl)-1H-indol-5-ol maleate"	"Potent 5-HT1E/1F serotonin receptor agonist"	NA	NA
"2800"	"4882"	"1"	"CN1CCC(CC1)N1C=NC(=C1C1=CC=NC(N)=N1)C1=CC=C(F)C=C1"	"PKIS1"	"SB-220455"	NA	"Pyrimidinylimidazole inhibitors of p38: cyclic N-1 imidazole substituents enhance p38 kinase inhibition and oral activity.    Bioorganic & Medicinal Chemistry Letters  (2001),  11(21),  2867-2870."	NA	NA
"2801"	"4884"	"1"	"CN1CCC(CC1)N1C=NC(=C1C1=CC=NC(NCCO)=N1)C1=CC=C(F)C=C1"	"PKIS1"	"SB-226879"	NA	"Pyrimidinylimidazole inhibitors of p38: cyclic N-1 imidazole substituents enhance p38 kinase inhibition and oral activity.    Bioorganic & Medicinal Chemistry Letters  (2001),  11(21),  2867-2870."	NA	NA
"2802"	"4885"	"1"	"CN1CCC(CC1)N1C=NC(=C1C1=CC=NC(NC2=CC=CC=C2)=N1)C1=CC=C(F)C=C1"	"PKIS1"	"SB-236687"	NA	"Pyrimidinylimidazole inhibitors of p38: cyclic N-1 imidazole substituents enhance p38 kinase inhibition and oral activity.    Bioorganic & Medicinal Chemistry Letters  (2001),  11(21),  2867-2870."	NA	NA
"2803"	"4886"	"1"	"CN1CCC(CN2C3=C(SC4=C2C=CC=C4)C=CC=C3)C1"	"John Hopkins"	"JHU- 6294"	NA	"Therapeutic area: Dermatologic"	NA	NA
"2804"	"4887"	"1"	"CN1CCC(CNC2=NN3C(C=C2)=NC=C3C2=CC=CC(OC(F)(F)F)=C2)CC1"	"MIPE"	"NCGC00263186-02"	NA	"CAS:1025065-69-3"	"Mechanism: Pim-1/Flt3 Inhibitor"	"Source: Selleck/S2198"
"2805"	"4888"	"1"	"CN1CCC(COC2=CN=C(N=C2)C2=CC(CN3N=C(C=CC3=O)C3=CC(=CC=C3)C#N)=CC=C2)CC1"	"MIPE"	"NCGC00345793-01"	NA	"CAS:1100598-32-0"	"Mechanism: HGFR (MET; c-Met) Inhibitor"	"Source: Chemitek/CT-EMD063"
"2806"	"4889"	"0.408450704225352"	"Cl.CN1CCC2(COC3=CC4=C(C=C23)N(CC4)C(=O)C2=CC=C(C=C2)C2=C(C)C=C(C=C2)C2=NOC(C)=N2)CC1"	"LOPAC"	"S201"	"SB 224289 hydrochloride; 1'-Methyl-5-([2'-methyl-4'-(5-methyl-1,2,4-oxadiazol-3-yl)biphenyl-4-yl] carbonyl)-2,3,6,7-tetrahydro-spiro(furo[2,3-f]indole-3,4'-piperidine)"	"Selective 5-HT1B serotonin receptor antagonist."	NA	NA
"2807"	"4891"	"1"	"OC(C(O)C(O)=O)C(O)=O.CN1CCC23CCCCC2C1CC1=C3C=C(O)C=C1"	"John Hopkins"	"JHU- 12192"	NA	"Therapeutic area: Analgesic (narcotic)"	NA	NA
"2808"	"4895"	"1"	"CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=C(C=CC=C2)C1=O"	"John Hopkins"	"JHU- 914"	NA	"Therapeutic area: Antihistaminic"	NA	NA
"2809"	"4896"	"1"	"O.Cl.CN1CCCC(CC2C3=CC=CC=C3SC3=C2C=CC=C3)C1"	"Prestwick"	"Prestw-491"	"Metixene hydrochloride"	NA	NA	NA
"2810"	"4897"	"1"	"CN1CCCC1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2"	"John Hopkins"	"JHU- 3503"	NA	"Therapeutic area: Antimigraine., Antimigraine"	NA	NA
"2811"	"4899"	"1"	"CN1CCCCC1CCN1C2=C(SC3=C1C=C(C=C3)S(C)=O)C=CC=C2"	"John Hopkins"	"JHU- 6214"	NA	"Therapeutic area: Antipsychotic"	NA	NA
"2812"	"4901"	"1"	"CN1CCCN(CC1)C(=O)C1=CC(=CC=C1)C1=CC=C(O1)C=C1C(=O)NC2=CC=C(Cl)C=C12"	"MIPE"	"NCGC00346935-01"	NA	"CAS:1202916-90-2"	"Mechanism: Pim 1/2/3 Kinase Inhibitor"	"Source: SynKinase/SYN-1182"
"2813"	"4902"	"1"	"Cl.Cl.CN1CCCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1"	"Prestwick"	"Prestw-283"	"Homochlorcyclizine dihydrochloride"	NA	NA	NA
"2814"	"4904"	"0.408450704225352"	"CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1"	"John Hopkins"	"JHU- 2300"	NA	"Therapeutic area: Antihistaminic"	NA	NA
"2815"	"4906"	"1"	"CN1CCCC1C1=CN=CC=C1"	"John Hopkins"	"JHU- 6910"	NA	"Therapeutic area: Nootropic"	NA	NA
"2816"	"4907"	"1"	"Cl.Cl.CN1CCN(CC(=O)N2C3=C(C)SC=C3C(=O)NC3=C2C=CC=C3)CC1"	"LOPAC"	"T122"	"Telenzepine dihydrochloride; 4,9-Dihydro-3-methyl-4-[(4-methyl-1-
piperazinyl)acetyl]-10H-thieno[3,4-b][1,5]benzodiazepin-10-one dihydrochloride"	"Selective M1 muscarinic acetylcholine receptor antagonist and anti-ulcer agent"	NA	NA
"2817"	"4908"	"1"	"Cl.Cl.CN1CCN(CC(=O)N2C3=C(C=CC=C3)C(=O)NC3=C2N=CC=C3)CC1"	"LOPAC"	"P7412"	"Pirenzepine dihydrochloride; 5,11-Dihydro-11-
[(4-methyl-1-piperazinyl)acetyl]-6H-pyrido[2,3-b][1,4]benzodiazepin-6-one dihydrochloride"	"Selective M1 muscarinic acetylcholine receptor antagonist"	NA	NA
"2818"	"4910"	"1"	"Cl.CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1"	"Prestwick"	"Prestw-706"	"Chlorcyclizine hydrochloride"	NA	NA	NA
"2819"	"4911"	"1"	"OC(=O)C=C/C(O)=O.CN1CCN(CC1)C1=CC2=C(OC3=C1C=C(Cl)C=C3)C=CC=C2"	"Tocris"	"0782"	"2-Chloro-11-(4-methylpiperazino)dibenz[b,f]oxepin maleate"	NA	"D2-like antagonist. Displays some D4 selectivity "	NA
"2820"	"4912"	"0.408450704225352"	"OC(=O)C=C/C(O)=O.[H]C1(CC2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2)N1CCN(C)CC1"	"LOPAC"	"O111"	"()-Octoclothepin maleate; 1-(8-Chloro-10,11-dihydrobenzo[b,f]thiepin-10-yl)-4-methyl-piperazine maleate"	"D2 Dopamine receptor antagonist; serotonin receptor antagonist"	NA	NA
"2821"	"4914"	"1"	"CN1CCN(CC1)C1=CC=C(NC2=NC=C(C)C(NC3=CC(=CC=C3)S(=O)(=O)NC(C)(C)C)=N2)C=C1"	"MIPE"	"NCGC00262608-02"	NA	"CAS:936091-14-4"	"Mechanism: Jak2 inhibitor"	"Source: Selleck/S2692"
"2822"	"4917"	"1"	"CN1CCN(CC1)C1=CC=C(NC2=NC=C3C(=O)N(CC=C)N(C3=N2)C2=CC=CC(=N2)C(C)(C)O)C=C1"	"MIPE"	"NCGC00263183-01"	NA	"CAS:955365-80-7"	"Mechanism: Wee1 Kinase Inhibitor"	"Source: Selleck/S1525"
